title,link,image,author,price,discount,publisher,pubdate,isbn,description
<b>무엇이든 해결단 허팝 연구소</b> 7 (남극 SOS 대소동),http://book.naver.com/bookdb/book_detail.php?bid=15988246,https://bookthumb-phinf.pstatic.net/cover/159/882/15988246.jpg?type=m1&udate=20220412,라곰씨,13000,11700,라이카미(부즈펌),20191230,1187504998 9791187504993,"띠띠띠, 띠―띠―띠―, 띠띠띠, …삐!
《<b>무엇이든 해결단 허팝 연구소</b>》 일곱 번째 이야기!
신호음 속 단서를 찾아, 남극 조난자를 구하라!깜깜한 밤, 허팝 연구소에 이상한 소리가 울려 퍼졌어요. 청각이 예민한 쪼드리는 귀신 소리인 것 같다며 난리가 났지만, 허팝의 생각은 달랐어요. 이건 분명 누..."
<b>42가지 마음의 색깔</b> 2 (사랑의 색깔편),http://book.naver.com/bookdb/book_detail.php?bid=16378774,https://bookthumb-phinf.pstatic.net/cover/163/787/16378774.jpg?type=m1&udate=20201014,크리스티나 누녜스 페레이라|라파엘 R. 발카르셀,15000,13500,레드스톤,20200625,1195196687 9791195196685,"언어 전문가가 쓴 최고의 감정 교과서 〈<b>42가지 마음의 색깔</b>〉, 
초등학교 국어교과서 중요단원으로 다루어지는 〈<b>42가지 마음의 색깔</b>〉, 
그 두 번째 책이 나왔습니다!! 
〈<b>42가지 마음의 색깔</b>2〉 “사랑의 색깔편”입니다. 
아이 마음에 사랑과 긍정의 씨앗을 심어주세요~"
<b>나는 그것에 대해 아주 오랫동안 생각해</b>,http://book.naver.com/bookdb/book_detail.php?bid=14116934,https://bookthumb-phinf.pstatic.net/cover/141/169/14116934.jpg?type=m1&udate=20181106,김금희,13500,12150,마음산책,20181030,8960905488 9788960905481,"다양한 ‘당신들’의 삶의 무늬를 수놓다!2016년 《너무 한낮의 연애》로 젊은작가상 대상을, 이듬해 《체스의 모든 것》으로 현대문학상을 수상한 김금희의 짧은 소설 『<b>나는 그것에 대해 아주 오랫동안 생각해</b>』. 저자 특유의 다정하고 사려 깊은 목소리로 우리가 오랫동안 읽고 싶었고 지금 필요한 이야기들을... "
"<b>유럽 도시 기행</b> 1 (아테네, 로마, 이스탄불, 파리 편)",http://book.naver.com/bookdb/book_detail.php?bid=15077085,https://bookthumb-phinf.pstatic.net/cover/150/770/15077085.jpg?type=m1&udate=20220412,유시민,16500,14850,생각의길,20190709,8965135583 9788965135586,"5년이라는 시간 동안 아내 한경혜와 함께 수첩과 카메라를 들고 유럽의 도시를 탐사한 그가 도시의 건축물과 거리, 광장, 박물관과 예술품이 들려주는 이야기에 귀 기울일 수 있도록 역사와 문화, 그리고 그에 얽힌 지식과 정보를 자신만의 목소리로 담아낸 『<b>유럽 도시 기행</b>』 제1권 《아테네, 로마, 이스탄불... "
<b>레몬</b> (권여선 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=14744067,https://bookthumb-phinf.pstatic.net/cover/147/440/14744067.jpg?type=m1&udate=20200424,권여선,13000,11700,창비,20190430,8936434365 9788936434366,"<b>레몬</b>, <b>레몬</b>, <b>레몬</b>. 노란 천사의 복수가 시작되었다.삶의 불가해함을 서늘한 문장으로 날카롭게 그려내며 특유의 비극적 기품을 보여주었던 제47회 동인문학상 수상작가 권여선이 3년 만에 펴낸 네 번째 장편소설 『<b>레몬</b>』. 지금까지 저자가 보여주었던 소설들과 확연히 구분되며 완전히 새로운 소설을 읽는... "
<b>1Q84</b> 3 (10月-12月),http://book.naver.com/bookdb/book_detail.php?bid=6233456,https://bookthumb-phinf.pstatic.net/cover/062/334/06233456.jpg?type=m1&udate=20200718,무라카미 하루키,33600,21640,新潮社,20100416,4103534257 9784103534259,"&quot;
&quot;<b>1Q84</b>&quot;세계, 만약 사랑이있다면, 그것은 완벽한 사랑일지도 모른다 -. 
간행 이후  일본에서 세계에서 엄청난... 장편소설『<b>1Q84</b>』제1권. 해마다 노벨상 후보에 거론되며, 일본은 물론 세계적으로 많은 사랑을 받고 있는 작가 무라카미 하루키. 그가 이번에는 두 남녀의 아련한 첫사랑 이야기인 동시에 '<b>1Q84</b>'를... "
"<b>수학 탐정스</b> 4 (<b>수학</b> 드림스와 대결하라!,수상한 <b>수학</b> 추리 동화)",http://book.naver.com/bookdb/book_detail.php?bid=21257317,https://bookthumb-phinf.pstatic.net/cover/212/573/21257317.jpg?type=m1&udate=20211105,조인하,12000,10800,미래엔아이세움,20211111,116413972X 9791164139729,재미있게 읽다 보면 어느새 나도 수학 천재!수상한 수학 추리 동화 〈<b>수학 탐정스</b>〉 시리즈그 네 번째 이야기! 《수학 드림스와 대결하라!》수학 퀴즈를 풀어라!그래야만 수학 드림스를 이길 수 있다!
"<b>미생</b> 13 (시즌2,아직 살아 있지 못한 자.국면)",http://book.naver.com/bookdb/book_detail.php?bid=13379921,https://bookthumb-phinf.pstatic.net/cover/133/799/13379921.jpg?type=m1&udate=20180228,윤태호,11000,,위즈덤하우스,20180305,1162203099 9791162203095,"오 차장이 새롭게 설립한 회사에 장그래, 김 대리가 합류하며 시작되는 &lt;<b>미생</b>&gt; 시즌 2는 대기업에서 중소기업으로 배경이 바뀐 만큼 앞으로의 이야기가 '87퍼센트 노동자들'의 골목골목으로 변화하고 확장될 것임을, 그 과정에서 잔혹한 현실의 민낯을 가감 없이 드러낼 것임을 예고한다.원 인터내셔널에..."
<b>아홉 살 함께 사전</b>,http://book.naver.com/bookdb/book_detail.php?bid=13299370,https://bookthumb-phinf.pstatic.net/cover/132/993/13299370.jpg?type=m1&udate=20220308,박성우,11000,9900,창비,20180222,8936447211 9788936447212,다른 사람과 자연스럽게 소통하며 함께 어우러져 살아가는 법!《아홉 살 마음 사전》에 이은 어린이를 위한 관계와 소통 사전 『<b>아홉 살 함께 사전</b>』. 초등학교 저학년 어린이들이 학교라는 사회를 경험하고 다양한 사람들과 어울려 생활하는 과정에서 활용할 수 있는 표현을 그림과 함께 사전 형태로 소개하는... 
"<b>정의란 무엇인가</b> (한국 200만 부 돌파, 37개국에서 출간된 세계적 베스트셀러,새로운 시대, 새로운 <b>정의</b>)",http://book.naver.com/bookdb/book_detail.php?bid=8374306,https://bookthumb-phinf.pstatic.net/cover/083/743/08374306.jpg?type=m1&udate=20220225,마이클 샌델,15000,13500,와이즈베리,20141120,8937834790 9788937834790,"정의론의 세계적 석학, 마이클 샌델 교수의 생기 넘치는 강의실로 초대합니다!『<b>정의란 무엇인가</b>』는 27세에 최연소 하버드대학교 교수가 되었고, 존 롤스의 정의론을 비판한 《자유주의와 정의의 한계》를 발표하면서 세계적 학자로 인정받은 정치 철학가 마이클 샌델의 대표작이다. 샌델 교수가 실제로... "
<b>해리 포터와 마법사의 돌</b> 1 (Harry Potter and the Sorcerers Stone),http://book.naver.com/bookdb/book_detail.php?bid=8539163,https://bookthumb-phinf.pstatic.net/cover/085/391/08539163.jpg?type=m1&udate=20141215,J.K. 롤링,9000,,문학수첩,20141218,8983925310 9788983925312,"<b>해리포터</b> 국내출간 15주년 기념 개정판『<b>해리포터</b>: <b>마법사의 돌</b>. 1』. 전 세계적인 신드롬을 일으키고 21세기의 고전으로 자리매김한 〈<b>해리포터</b>〉 시리즈의 국내 출간 15주년을 맞아, 문학수첩에서 전권 개정판을 선보인다. 〈<b>해리포터</b>〉를 영화로만, 오래된 책으로만 아는 오늘날의 아이들에게는 〈해..."
<b>숨결이 바람 될 때</b> (서른여섯 젊은 의사의 마지막 순간),http://book.naver.com/bookdb/book_detail.php?bid=10962061,https://bookthumb-phinf.pstatic.net/cover/109/620/10962061.jpg?type=m1&udate=20220203,폴 칼라니티,14000,12600,흐름출판,20160822,8965961955 9788965961956,"서른여섯 젊은 의사가 남긴 2년 간의 기록.서른여섯, 전문의를 앞둔 신경외과 레지던트 마지막 해. 하루 열네 시간씩 이어지는 혹독한 수련 생활 끝에 원하는 삶이 손에 잡힐 것 같던 바로 그때 맞닥뜨린 폐암 4기 판정. 『<b>숨결이 바람 될 때</b>』는 신경외과 의사로서 치명적인 뇌 손상 환자들을 치료하며..."
<b>구해줘</b>,http://book.naver.com/bookdb/book_detail.php?bid=2504290,https://bookthumb-phinf.pstatic.net/cover/025/042/02504290.jpg?type=m1&udate=20190318,기욤 뮈소,11000,,밝은세상,20060731,8984370754 9788984370753,영상세대를 이끄는 프랑스 소설의 신세대 기수 기욤 뮈소 대표작 『<b>구해줘</b>』 출간! 이 소설은 출간 즉시(2005년) 주목받기 시작해 현재에 이르는 장장 78주 동안 아마존 프랑스 베스트셀러 최상단(현재 1위)에 랭크돼 있을 만큼 신드롬에 가까운 열풍을 이끌어내고 있다. 프랑스 독자들이 그토록 이 소...
"<b>7년 동안의 잠</b> (도란도란 우리그림책,박완서 그림동화)",http://book.naver.com/bookdb/book_detail.php?bid=8730565,https://bookthumb-phinf.pstatic.net/cover/087/305/08730565.jpg?type=m1&udate=20211231,박완서,11000,9900,어린이작가정신,20150210,8972887684 9788972887683,故 박완서가 우리 아이들에게 들려주고 싶었던 삶의 깨달음!『<b>7년 동안의 잠</b>』은 7년여 동안 잠들어 있던 매미 애벌레를 발견한 개미들의 이야기를 그린 우리 시대 대표 작가 박완서의 그림동화입니다. 매미가 감수하는 끈기와 인내의 결실뿐만 아니라 매미 애벌레를 둘러싸고 벌이는 개미들의 갈등과 고민을... 
<b>일단 오늘은 나한테 잘합시다</b> (어쩐지 의기양양 도대체 씨의 띄엄띄엄 인생 기술),http://book.naver.com/bookdb/book_detail.php?bid=12562407,https://bookthumb-phinf.pstatic.net/cover/125/624/12562407.jpg?type=m1&udate=20220101,도대체,13800,12420,위즈덤하우스,20170925,8959135593 9788959135592,오늘부터 ‘나’를 잘 보살피는 걸 인생 목표로 삼기로 한다!&#x0D;매 순간이 위기인 일상을 유머와 지혜로 헤쳐나가는 도대체 씨만의 리빙포인트&#x0D;... 「행복한 고구마」를 그린 도대체 작가의 그림 에세이 『<b>일단 오늘은 나한테 잘합시다</b>』가 예담에서 출간되었다. ‘어쩐지 의기양양 도대체 씨의 띄엄띄엄... 
<b>초격차</b> 다이어트 (압도적 체지방 감량 비법),http://book.naver.com/bookdb/book_detail.php?bid=20934766,https://bookthumb-phinf.pstatic.net/cover/209/347/20934766.jpg?type=m1&udate=20211218,이정윤,19800,17820,맛있는책방,20210923,1191671062 9791191671063,"저자는 다이어트에도 ‘정답’이 있다는 관점으로 누구나 쉽게 따라하고, 반드시 체지방이 빠지는 ‘<b>초격차</b> 다이어트’를 소개한다.두 번의 출산, 미식... 실행한 〈<b>초격차</b> 다이어트〉 제목 그대로, 압도적인 결과를 낼 수 밖에 없는 저자가 직접 체험한 가장 현실적이면서도 가장 효과적인 다이어트 법을... "
"<b>엘 데포</b> (슈퍼 파워 에디션,특별한 아이와 진실한 친구 이야기)",http://book.naver.com/bookdb/book_detail.php?bid=17603824,https://bookthumb-phinf.pstatic.net/cover/176/038/17603824.jpg?type=m1&udate=20211215,시시 벨,16000,14400,밝은미래,20201210,8965463793 9788965463795,"“남들과 다른 것이 우리의 ‘슈퍼 파워’입니다”‘<b>엘 데포</b> - 특별한 아이와 진실한 친구 이야기’는 어린이 문학에 기여한 작품에 수여하는 뉴베리 아너상을 수상한 그래픽 노블입니다.
1922년부터 100년 가까이 동화나 청소년 소설, 시집에만 상을 수여했던 뉴베리 상은 2015년에 최초로 그래픽 노블이지만... "
"<b>스물아홉 생일, 1년 후 죽기로 결심했다</b> (제1회 일본감동대상 대상 수상작)",http://book.naver.com/bookdb/book_detail.php?bid=6965739,https://bookthumb-phinf.pstatic.net/cover/069/657/06965739.jpg?type=m1&udate=20220101,하야마 아마리,12800,11520,위즈덤하우스,20120720,8959136891 9788959136896,"“혼자만의 <b>생일</b> 그리고 바닥에 떨어져 버린 딸기케이크… &#x0D;먼지 범벅된 딸기에 손을 뻗는 순간, 눈물이 쏟아지기 시작했다”&#x0D;  &#x0D;나이에 있어서 ‘아홉’은 새로운 세대로 진입하기 직전이라는 점에서 부담스러운 숫자다. 특히나 ‘<b>스물아홉</b>’이라는 나이는, 이제 자신의 인생에서 어느 정도 책임을 져..."
<b>돼지책</b>,http://book.naver.com/bookdb/book_detail.php?bid=170132,https://bookthumb-phinf.pstatic.net/cover/001/701/00170132.jpg?type=m1&udate=20220110,앤서니 브라운,11000,9900,웅진주니어,20090413,8901033518 9788901033518,"진지한 주제와 재미있는 그림이 절묘하게 결합된 앤서니 브라운의 명작으로, 가족의 의미, 행복한 가정의 필요 조건 - 함께 하는 즐거움을 담고 있습니다.  엄마의 고마움을 배우는 어린이 그림책. 아주 중요한 회사에 다니는 피곳 씨와 아주 중요한 학교에 다니는 두 아들은 집에서는 아무것도 하지 않..."
<b>왜 나는 너를 사랑하는가</b>,http://book.naver.com/bookdb/book_detail.php?bid=3025716,https://bookthumb-phinf.pstatic.net/cover/030/257/03025716.jpg?type=m1&udate=20220203,알랭 드 보통,12000,10800,청미래,20070730,8986836246 9788986836240,"서로를 이상화하며 서로에게 맞추려고 노력하며 서로를 알아가고 섹스를 하고 <b>사랑</b>을 하다가 클로이가 다른 사람에게 호감을 가지게 되어 `<b>나</b>'를 떠나면서, <b>사랑</b>은 종말을 맞이한다. 실연을 당한 `<b>나</b>'는 `자살'을 기도하는 등 실연의 상처에 깊게 베이지만 결국 그녀가 없는 삶에 점차 익숙해지고 &quot;<b>사랑</b>의... "
소설 <b>보다</b> (봄 2022),http://book.naver.com/bookdb/book_detail.php?bid=22303885,https://bookthumb-phinf.pstatic.net/cover/223/038/22303885.jpg?type=m1&udate=20220406,김병운|위수정|이주혜,3500,3150,문학과지성사,20220329,8932039852 9788932039855,"새로운 세대가 그려내는 봄의 소설적 풍경

독자에게 늘 기대 이상의 가치를 전하는 특별 기획, 『소설 <b>보다</b> : 봄 2022』가 출간되었다. 『소설 <b>보다</b>』는... 『소설 <b>보다</b>: 봄 2022』에는 ‘이 계절의 소설’ 선정작인 김병운의 「윤광호」, 위수정의 「아무도」, 이주혜의 「그 고양이의 이름은 길다」 총 3편과... "
"<b>당신이 허락한다면 나는 이 말 하고 싶어요</b> (김제동과 <b>나</b>, 우리가 살아가는 법)",http://book.naver.com/bookdb/book_detail.php?bid=13911129,https://bookthumb-phinf.pstatic.net/cover/139/111/13911129.jpg?type=m1&udate=20220101,김제동,16000,14400,나무의마음,20180905,1195906846 9791195906840,"김제동과 함께 읽는 헌법 이야기 『<b>당신이 허락한다면 나는 이 말 하고 싶어요</b>』. 딱딱하고 어려울 것 같기만 한 헌법을 저자 특유의 입담과 재치를 살려... 저자가 읽은 헌법은 할머니 할아버지가 남겨주신 상속 문서이자, 오로지 국민들에게만 유리하고 국민이 갑인 계약서이자 연애편지였다. ‘나 이렇게 살아도... "
<b>상실의 시대</b> (원제 노르웨이의 숲),http://book.naver.com/bookdb/book_detail.php?bid=20349,https://bookthumb-phinf.pstatic.net/cover/000/203/00020349.jpg?type=m1&udate=20120904,무라카미 하루키,15000,13500,문학사상사,20100720,8970123695 9788970123691,"<b>상실의 시대</b>를 지나는 세상 모든 청춘을 위해!

일본을 뛰어넘어 세계적 베스트셀러 작가로 거듭난 무라카미 하루키를 대표하는 『<b>상실의 시대</b>』. 혼자라는 고독 속에서 꿈과 사랑, 그리고 정든 사람들을 잃어가는 상실의 아픔을 겪는 세상 모든 청춘을 위한 장편소설이다. 저자의 자전적 소설이기도 하다...."
<b>건방이의 건방진 수련기</b> 5 (최후의 예언),http://book.naver.com/bookdb/book_detail.php?bid=13009204,https://bookthumb-phinf.pstatic.net/cover/130/092/13009204.jpg?type=m1&udate=20180102,천효정,10000,9000,비룡소,20180110,8949195798 9788949195797,"“어린이 고수 선발 대회에 오신 걸 환영합니다!”<b>건방이</b>와 친구들은 어린이 고수 선발 대회에 출전하고자 강화도 마니산으로 떠난다. 무술계의 질서를 유지하는 무중협 주최로 이루어지는 어린이 고수 선발 대회에는 권법, 검법, 창법 등을 총 망라한 다양한 무술을 갈고 닦은 어린이들이 속속 출전한다...."
"<b>언스크립티드</b> (부의 추월차선 완결판,Unscripted)",http://book.naver.com/bookdb/book_detail.php?bid=13175967,https://bookthumb-phinf.pstatic.net/cover/131/759/13175967.jpg?type=m1&udate=20220124,엠제이 드마코,19800,17820,토트,20180117,1187444219 9791187444213,"그가 젊어서 부자가 되는 길을 공개하며 ‘추월차선’이라는 말을 일반명사로 만들 만큼 큰 반향을 불러일으킨 《부의 추월차선》의 완결판 『<b>언스크립티드</b>』. 아직 추월차선에 진입하지 못한 이들을 위해 펴낸 이 책에서 저자는 풍요, 자유, 행복을 일깨울 청사진을 제공하고 극소수만이 꿈꾸는 인생을... "
"<b>어린이 과학 형사대 CSI</b> 30 (<b>CSI</b>, 행복한 졸업, <b>CSI</b> 시즌 3)",http://book.naver.com/bookdb/book_detail.php?bid=9585788,https://bookthumb-phinf.pstatic.net/cover/095/857/09585788.jpg?type=m1&udate=20150918,고희정,10000,9000,가나출판사,20150921,8957367489 9788957367483,"사회적으로 이슈가 되었던 사건ㆍ사고들을 어린이 눈높이에 맞게 재구성한 과학 추리 동화 『<b>어린이 과학 형사대 CSI</b>』제30권 《CSI, 행복한 졸업》. 이 책은 CSI 아이들이 빛의 굴절과 렌즈, 우리 몸과 걸음걸이, 기체의 무게와 LPG, 습도 등 교과서 과학 원리를 이용하여 다양한 사건을 해결하는 과정을..."
<b>국가란 무엇인가</b> (2017),http://book.naver.com/bookdb/book_detail.php?bid=11576063,https://bookthumb-phinf.pstatic.net/cover/115/760/11576063.jpg?type=m1&udate=20210331,유시민,15000,13500,돌베개,20170123,8971998016 9788971998014,유시민이 새로 고쳐 쓴 2017년판 국가론 2011년 한 정당의 대표였던 유시민은 정의롭고 바람직한 국가가 무엇인지 모색하는 과정에서 『<b>국가란 무엇인가</b>』를 출간한 바 있다. 자신의 정치적인 입장을 가감 없이 드러낸 책이었기에 시간이 지나면 낡은 이론이 될 줄 알았다. 그런데 꾸준히 찾는 독자들이 있었고... 
"<b>개미</b> 5년, 세후 55억",http://book.naver.com/bookdb/book_detail.php?bid=21344237,https://bookthumb-phinf.pstatic.net/cover/213/442/21344237.jpg?type=m1&udate=20220318,성현우,17000,15300,모루,20211201,119700193X 9791197001932,"진심을 다한 투자로전세대출 2억에서 강남 아파트 마련까지...한 <b>개미</b>의 고군분투 주식투자기!주식투자를 대하는 마음가짐을 재점검하고, 주식투자로 큰... 하지만 사람들은 한 <b>개미</b>투자자가 고군분투했던 주식투자 과정보다 그가 벌어들인 수익, 돈의 크기에만 관심을 갖고 주목합니다만, 큰돈은 절대로 쉽게... "
"<b>이게 정말 사과일까?</b> (초등 저학년을 위한 그림동화 3,りんごかもしれない)",http://book.naver.com/bookdb/book_detail.php?bid=8284121,https://bookthumb-phinf.pstatic.net/cover/082/841/08284121.jpg?type=m1&udate=20200612,요시타케 신스케,13000,11700,주니어김영사,20141020,8934968729 9788934968726,다른 각도로 보면 세상은 달라진다!『<b>이게 정말 사과일까?</b>』는 ‘사과’라는 사물에 대한 고정 관념에서 벗어나 아이들이 마음껏 상상해볼 수 있도록 안내한 그림책입니다. 한 소년이 책상 위에 놓인 빨간 사과를 보면서 ‘이게 사과일까? 사과가 아닌 것은 아닐까?’하고 호기심 어린 생각을 하게 되면서... 
<b>솔이의 추석 이야기</b>,http://book.naver.com/bookdb/book_detail.php?bid=180381,https://bookthumb-phinf.pstatic.net/cover/001/803/00180381.jpg?type=m1&udate=20140407,이억배,11000,10800,길벗어린이,19951115,8986621193 9788986621198,"이억배의 『<b>솔이의 추석 이야기</b>』. 해마다 추석이나 설날이 되면 도시는 텅 비어 버리지만, 시골은 가득 채워집니다. 도시에 살던 사람들이 자신의 고향으로 가기 때문이지요. 이 그림책은 도시에 사는 솔이네 가족이 추석을 지내기 위해 시골로 가면서 벌어지는 사건사고를 담아냈습니다. 그동안 소홀한..."
<b>레버리지</b> (자본주의 속에 숨겨진 부의 비밀),http://book.naver.com/bookdb/book_detail.php?bid=15258637,https://bookthumb-phinf.pstatic.net/cover/152/586/15258637.jpg?type=m1&udate=20220315,롭 무어,30000,30000,다산북스,20190715,1130622614 9791130622613,"그리고 『<b>레버리지</b>』는 그 자본주의를 내 편으로 만드는 기술이다. 끊임없는 노동과 희생의 규칙을 깨뜨리고, 최소한의 노력과 시간으로 자본을 증식하는 새로운 부의 공식이다. 환갑 이후 찾아올 한 번의 긴 은퇴 생활을 위해 30~40년 동안 일에 파묻히는 것이 아닌, 매 순간 최고의 가치를 누리는... "
<b>너의 췌장을 먹고 싶어</b>,http://book.naver.com/bookdb/book_detail.php?bid=11823575,https://bookthumb-phinf.pstatic.net/cover/118/235/11823575.jpg?type=m1&udate=20201014,스미노 요루,13800,12420,소미미디어,20170401,1157107222 9791157107223,잔혹한 비밀을 가진 소녀와 임시 친구 계약을 맺은 소년의 이야기!2016년 일본 서점 대상 2위에 오른 스미노 요루의 첫 소설이다. 시한부 선고를 받은 소녀와 함께한 어느 소년의 이야기를 그리고 있다. ‘요루노 야스미’라는 필명으로 소설 투고 웹사이트 〈소설가가 되자〉에 원고를 올리기 시작한 것이 이... 
<b>관계를 읽는 시간</b> (나의 <b>관계를</b> 재구성하는 바운더리 심리학),http://book.naver.com/bookdb/book_detail.php?bid=14095474,https://bookthumb-phinf.pstatic.net/cover/140/954/14095474.jpg?type=m1&udate=20211206,문요한,16000,14400,더퀘스트,20181025,1160505802 9791160505801,"《<b>관계를 읽는 시간</b>》에서는 그 변화의 출발점으로 ‘관계의 틀’에 주목한다. 누구나 무의식적으로 되풀이하고 있는 관계방식, 이것을 이해하고 바꾸지 않는 한 관계에서 겪는 괴로움도 반복된다. 그러면 관계틀은 어떻게 알아보고 바꿀 수 있을까? 그 여정은 ‘바운더리’라는 개념에서 출발한다. 

바운더리란... "
<b>운다고 달라지는 일은 아무것도 없겠지만</b> (박준 산문),http://book.naver.com/bookdb/book_detail.php?bid=12152498,https://bookthumb-phinf.pstatic.net/cover/121/524/12152498.jpg?type=m1&udate=20220407,박준,14000,12600,난다,20170701,1196075174 9791196075170,"&lt;당신의 이름을 지어다가 며칠은 먹었다&gt;의 시인 박준, 그의 첫 산문집. 박준 시인이 그간 제 시를 함께 읽어주고 함께 느껴주고 함께 되새겨준 여러분들에게 보내는 한 권의 답서이자 연서이다. '시인 박준'이라는 '사람'을 정통으로 관통하는 글이 수록되어 있다. 

총 4부로 나뉘어 있지만, 그런 나눔에... "
<b>책은 도끼다</b> (박웅현 인문학 강독회),http://book.naver.com/bookdb/book_detail.php?bid=6737822,https://bookthumb-phinf.pstatic.net/cover/067/378/06737822.jpg?type=m1&udate=20211205,박웅현,16000,14400,북하우스,20111010,8956055467 9788956055466,"그는 말한다. 창의력의 전장인 광고계에서 30여 년간  광고를 만들 수 있었던 바탕에는 인문학이 있었고, 그 중심에는 ‘책’이 있었다고. 책을 통해 얻은 예민해진 촉수가 자신의 생업을 도왔다고. 『<b>책은 도끼다</b>』는 인문학적 깊이가 느껴지면서도 사람들의 마음에 깊은 울림을 남긴 광고를 만들어온..."
<b>아픔이 길이 되려면</b> (정의로운 건강을 찾아 질병의 사회적 책임을 묻다),http://book.naver.com/bookdb/book_detail.php?bid=12527802,https://bookthumb-phinf.pstatic.net/cover/125/278/12527802.jpg?type=m1&udate=20210324,김승섭,18000,16200,동아시아,20170913,8962621959 9788962621952,"혐오발언, 구직자 차별, 고용불안, 참사…&#x0D;사회적 상처는 우리 몸을 어떻게 병들게 하는가?&#x0D;데이터가 말해주는 우리가 아픈 진짜 이유&#x0D;&#x0D;『<b>아픔이 길이 되려면</b>』은 공중보건의사 시절부터 김승섭 교수가 걸어온 치열한 고민의 흔적들과 연구의 발자취를 고스란히 담고 있다. 데이터를 통해 질병의... "
<b>네 이웃의 식탁</b> (구병모 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=13673649,https://bookthumb-phinf.pstatic.net/cover/136/736/13673649.jpg?type=m1&udate=20200731,구병모,13000,11700,민음사,20180615,8937473194 9788937473197,"‘공동’이라는 이름이 유난히 강조되는 그곳, 꿈미래실험공동주택에 모인 네 이웃의 이야기!문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열아홉 번째 작품 『<b>네 이웃의 식탁</b>』. 장르의 구분을 무색케 하는 자신만의 스타일을 구축한 작가... "
"<b>당신, 거기 있어 줄래요?</b> (기욤 뮈소 장편소설)",http://book.naver.com/bookdb/book_detail.php?bid=21424216,https://bookthumb-phinf.pstatic.net/cover/214/242/21424216.jpg?type=m1&udate=20220126,기욤 뮈소,15000,13500,밝은세상,20220119,8984374407 9788984374409,"시간을 되돌릴 수 있는 기회가 주어진다면 <b>당신</b>은 사랑을, 인생을 어떻게 바꿀 것인가?인생의 운명을 바꾸기 위해 떠나는 사랑의 시간여행! 한국 영화로 탄생한 기욤 뮈소 소설!"
<b>꿈을 찾는 꿈바꼭질</b>,http://book.naver.com/bookdb/book_detail.php?bid=21378416,https://bookthumb-phinf.pstatic.net/cover/213/784/21378416.jpg?type=m1&udate=20220106,인정림,11000,9900,좋은책어린이,20211227,8928318238 9788928318230,"꿈이 없어서 걱정하던 수아가 숨어 있는 <b>꿈을 찾는 꿈바꼭질</b>을 시작해요.

수아의 엄마와 언니는 오늘도 오디션 프로그램을 보며 꿈이 없는 수아를 한심하게 바라본다. 오디션 출연자들처럼 어려서부터 꿈을 정하고 치열하게 달려야 성공할 수 있다는 것이다. 그러면서 언니는 자기의 꿈이 뷰티 크리에이터라면서... "
<b>왜냐면</b>,http://book.naver.com/bookdb/book_detail.php?bid=11895783,https://bookthumb-phinf.pstatic.net/cover/118/957/11895783.jpg?type=m1&udate=20220323,안녕달,13000,11700,책읽는곰,20170417,115836038X 9791158360382,"물고기한테는 효자손이 없어서야!《수박 수영장》, 《할머니의 여름 휴가》의 안녕달이 들려주는 '왜'라는 그림책『<b>왜냐면</b>』. 아이들의 호기심은 끝이 없습니다. 왜 그런가요? 어째서죠? 조잘조잘. 부모님의 머리를 지끈거리게 하는 '질문'의 꼬리가 이 책에서도 길게 이어집니다. 하늘에서 내리는 '비'를 보면서... "
<b>트렌드 코리아</b> 2019 (서울대 소비<b>트렌드</b> 분석센터의 2019 전망),http://book.naver.com/bookdb/book_detail.php?bid=14076212,https://bookthumb-phinf.pstatic.net/cover/140/762/14076212.jpg?type=m1&udate=20210301,김난도|전미영|이향은|이준영|김서영|최지혜|이수진|서유현|권정윤,17000,15300,미래의창,20181024,8959895520 9788959895526,한국 트렌드 분석서의 현대적 고전 「<b>트렌드 코리아</b>」시리즈!해마다 우리 시대를 관통하는 주요 흐름을 정확하게 예측한 「<b>트렌드 코리아</b>」 시리즈는 매년 출간과 함께 베스트셀러에 오르며 폭발적인 반응을 이끌어내고 있다. 기해년(己亥年) 황금돼지의 해를 장식할 『<b>트렌드 코리아</b> 2019』에서 2018년의... 
<b>비하인드 도어</b> (B. A. 패리스 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=21347127,https://bookthumb-phinf.pstatic.net/cover/213/471/21347127.jpg?type=m1&udate=20220109,B. A. 패리스,15000,13500,모모,20211206,1191043525 9791191043525,"패리스의 전설적인 데뷔작 《<b>비하인드 도어</b>》가 모모에서 새롭게 출간되었다.
  《<b>비하인드 도어</b>》는 서사 초반부터 독자의 주의를 휘어잡는 급반전 상황의 설정, 과거와 현재가 교차하며 긴장감을 고조시키는 구성, 영리하게 설계된 마지막 반전까지 심리 스릴러 장르를 좋아하는 독자들이라면 누구나 열광할... "
