title,link,image,author,price,discount,publisher,pubdate,isbn,description
<b>고구려 시대 보물찾기</b> 2 (한국사 탐험 만화 역사상식 2),http://book.naver.com/bookdb/book_detail.php?bid=6607304,https://bookthumb-phinf.pstatic.net/cover/066/073/06607304.jpg?type=m1&udate=20150718,곰돌이 co.,9800,8820,미래엔아이세움,20110329,8937848414 9788937848414,보물을 찾으며 고구려를 새롭게 만나요!한국사 속에서 보물을 찾아내는 「한국사 탐험 만화 역사상식」 제2권 『<b>고구려 시대 보물찾기</b>』 제2권. 가상의 숨겨진 보물을 찾는 캐릭터들의 모험을 통해 한국사의 이해를 돕는 학습만화다. 삼국 시대부터 조선 시대까지 우리나라 역사의 가장 빛나는 순간을 대표하는... 
"<b>용선생의 시끌벅적 한국사</b> 10 (우리가 사는, 우리가 만들 대한민국, 2016-2017)",http://book.naver.com/bookdb/book_detail.php?bid=11023567,https://bookthumb-phinf.pstatic.net/cover/110/235/11023567.jpg?type=m1&udate=20160905,금현진|김진|박수현|오제연|우동현,14800,13320,사회평론,20160919,8964358929 9788964358924,"&lt;<b>용선생의 시끌벅적 한국사</b>&gt; 2016-2017 전면 개정판. 2015, 2016년 개정 교과서에 발맞춰 1권부터 10권까지 초등 사회 교과서 내용을 충실히 반영하였다. 학부모 및 공부방 선생님들과 인터뷰를 진행하고, 용선생 카페 회원, 독서 관련 커뮤니티 회원 등 300여 명의 독자들과 접촉해 기존 &lt;용선생의... "
"<b>내 심장을 쏴라</b> (2009,제5회 세계문학상 수상작)",http://book.naver.com/bookdb/book_detail.php?bid=6012843,https://bookthumb-phinf.pstatic.net/cover/060/128/06012843.jpg?type=m1&udate=20210528,정유정,12000,10800,은행나무,20160523,8956602999 9788956602998,★1억 원 고료 2009년 제5회 세계문학상 수상작★   2009년 제5회 세계문학상 수상작 《<b>내 심장을 쏴라</b>》가 은행나무에서 출간되었다. 《<b>내 심장을 쏴라</b>》는 자신을 옥죄는 운명에 맞서 새로운 인생을 향해 끝없이 탈출을 꿈꾸고 시도하는 두 젊은이의 치열한 분투기를 그린 작품이다. 현장의 리얼리티가...
<b>빈대 가족의 절약 영재 발굴단</b> (대한민국 공식 짠돌이 <b>빈대 가족</b>에게 배우는 경제 지혜),http://book.naver.com/bookdb/book_detail.php?bid=11214453,https://bookthumb-phinf.pstatic.net/cover/112/144/11214453.jpg?type=m1&udate=20210914,임창호,9500,8550,재미북스,20161025,8960243876 9788960243873,"대한민국 공식 짠돌이 빈대 가족의 29번째 이야기『<b>빈대 가족의 절약 영재 발굴단</b>』에서는 빈대 가족이 덜렁이를 진정한 빈대 영재로 만들기 위해 숨겨 왔던 절약 노하우를 아낌없이 내놓는다. 언제나 똑 부러지는 소금이의 생활 속 공감 절약 노하우부터 더위를 이기는 엄마의 여름철 빈대 레시피, 회사에서도... "
<b>수상한 아파트</b>,http://book.naver.com/bookdb/book_detail.php?bid=7530673,https://bookthumb-phinf.pstatic.net/cover/075/306/07530673.jpg?type=m1&udate=20160902,박현숙,11000,9900,북멘토,20140421,896319101X 9788963191010,관심은 금물! 눈인사 절대 금지! 여러분들을 <b>수상한 아파트</b>로 초대합니다!고요한 아파트를 뒤흔든 열세 살 소녀의 좌충우돌 성장기 『<b>수상한 아파트</b>』. 열세 살 소녀가 혼자 사는 사람들을 위해 지은 아파트에 머물게 되면서 벌어지는 일들을 그렸다. 비록 이혼을 앞둔 부모 때문에 고모네 맡겨진 처지...
<b>Why? 기생충</b>,http://book.naver.com/bookdb/book_detail.php?bid=15915345,https://bookthumb-phinf.pstatic.net/cover/159/153/15915345.jpg?type=m1&udate=20191215,전윤경,12800,11520,예림당,20190330,8930237843 9788930237840,"〈<b>WHY? 기생충</b>〉은 요즘 들어 점점 일반인들의 입에도 오르내리는 기생충에 대해 어린이의 눈높이에 맞춰 풀어 놓은 책이다. 이 책에는 기생충의 정의와 종류, 사람에게 고통을 주는 기생충부터 사람에게 이로운 기생충은 물론 미래 기생충의 의학적 활용까지, 기생충의 모든 것이 총망라되어 소개되어 있다. 살인... "
<b>오늘처럼 내가 싫었던 날은 없다</b> (무너진 자존감을 일으켜줄 글배우의 마음 수업),http://book.naver.com/bookdb/book_detail.php?bid=13975774,https://bookthumb-phinf.pstatic.net/cover/139/757/13975774.jpg?type=m1&udate=20210211,글배우,16000,14400,21세기북스,20180907,895097651X 9788950976514,"『<b>오늘처럼 내가 싫었던 날은 없다</b>』는 저자가 직접 보고, 느끼고, 이야기를 나눈 수천 명의 사람들의 고민을 바탕으로 쓴 책으로, 일, 연애, 사랑, 인간관계, 꿈 등 누구나 마음속에 가지고 있는 고민과 걱정들을 어루만지는 공감 어린 글과 내가 원하는 나를 만들어나갈 수 있는 56개의 구체적인 방법을 담고... "
<b>Why?</b> 한국사 <b>신화와 전설</b>,http://book.naver.com/bookdb/book_detail.php?bid=6818634,https://bookthumb-phinf.pstatic.net/cover/068/186/06818634.jpg?type=m1&udate=20150718,박연아,11000,,예림당,20120201,8930232477 9788930232470,아이들이 역사 속에서 꿈꾸게 해주는 『<b>WHY</b> 한국사: <b>신화와 전설</b>』은 삼총사의 역사 여행을 통해 한국사의 흐름과 지식을 자연스럽게 알 수 있는 학습 만화이다. 초·중·고 교과서에서 핵심 역사 지식을 가려 뽑아 <b>WHY</b>시리즈가 가지고 있는 장점과 노하우를 살려 흥미진진한 만화 속에 담았다. 큰 틀에 따라 통사와... 
<b>엄마 아빠 결혼 이야기</b>,http://book.naver.com/bookdb/book_detail.php?bid=10567644,https://bookthumb-phinf.pstatic.net/cover/105/676/10567644.jpg?type=m1&udate=20210729,윤지회,13000,11700,사계절,20160506,8958289848 9788958289845,"결혼에 대한 질문이 많아진 우리 아이들에게 『<b>엄마 아빠 결혼 이야기</b>』는 호기심을 시원하게 풀어줄 특별한 책입니다. 따뜻한 봄날 아빠의 고백부터 온 가족이 모인 결혼식 풍경까지! 결혼식 준비와 풍경은 물론, 부모님의 따스한 사랑까지도 엿볼 수 있어 더욱 의미가 있습니다.

일요일 오후, 준이가 결혼... "
<b>아이의 떼 거부 고집을</b> 다.루.다 (찹쌀떡가루의 떡육아 프로젝트: 훈육편),http://book.naver.com/bookdb/book_detail.php?bid=14631170,https://bookthumb-phinf.pstatic.net/cover/146/311/14631170.jpg?type=m1&udate=20211228,정유진,15800,14220,미스터제이,20190319,1196630704 9791196630706,"화내고 혼내지 않고도 아이의 잘못된 행동을 변화시킬 수 있다!파워블로거이자 SBS 《우리 아이가 달라졌어요》에서 아이의 변화를 이끌어 내는 전문가로 활동했던 아동상담 전문가 정유진이 쓰고 그린 훈육 레시피 『<b>아이의 떼 거부 고집을 다루다</b>』. 두 아이를 키우며 겪은 육아의 고민과 갈등, 현장에서 발로... "
<b>부의 본능</b> (슈퍼리치가 되는 9가지 방법),http://book.naver.com/bookdb/book_detail.php?bid=13884020,https://bookthumb-phinf.pstatic.net/cover/138/840/13884020.jpg?type=m1&udate=20220107,브라운스톤,13800,12420,토트,20180814,1187444286 9791187444282,"아울러 <b>부의 본능</b>을 일깨우는 여덟 가지 도구와 열 가지 유형별 맞춤 솔루션을 제시함으로써, 개개인의 갖고 있는 특성별 투자 가이드와 일상에서 바로 실천할 수 있는 목돈 만들기 지침을 전수한다. 또한 4차 산업혁명과 인구감소가 부동산과 주식투자에 미치는 영향까지 분석적으로 밝힘으로써 향후 5년간... "
<b>싸워도 돼요?</b> (지원이와 병관이 9),http://book.naver.com/bookdb/book_detail.php?bid=7380110,https://bookthumb-phinf.pstatic.net/cover/073/801/07380110.jpg?type=m1&udate=20210116,고대영,12000,10800,길벗어린이,20131215,8955822820 9788955822823,"한 권 한 권 출간될 때마다 많은 독자들에게 ‘마치 우리 집 이야기를 옮겨 놓은 듯하다’는 반응을 불러온 '지원이와 병관이' 시리즈 아홉 번째 이야기로 친구 사이에 다투면서 한층 성장하는 아이들의 모습을 담고 있다. 이야기를 통해 자신과 다르다는 이유로 친구를 괴롭히면 안 되고, 친구를 존중..."
<b>인생수업</b> (잘 물든 단풍은 봄꽃보다 아름답다),http://book.naver.com/bookdb/book_detail.php?bid=7306339,https://bookthumb-phinf.pstatic.net/cover/073/063/07306339.jpg?type=m1&udate=20210420,법륜,13000,11700,휴,20131009,8984317411 9788984317413,행복하게 나이드는 법!『<b>인생수업</b>』은 행복하게 나이 드는 법에 대해 법륜 스님의 혜안이 담긴 인생지침서를 소개하는 책이다. 즉문즉설을 통해 세대를 넘나드는 인생의 멘토로서 메마른 세상에 행복 메시지를 전하고 있는 스님이 삶의 의미를 찾지 못하고 방황하는 이들에게 인생의 지혜를 들려준다. 스님은... 
<b>영어회화 100일의 기적</b> (<b>100일</b> 후에는 나도 <b>영어</b>로 말한다!),http://book.naver.com/bookdb/book_detail.php?bid=9126761,https://bookthumb-phinf.pstatic.net/cover/091/267/09126761.jpg?type=m1&udate=20211202,문성현,13500,12150,넥서스,20150525,1157523390 9791157523399,영어 포기자를 위한 말문트기 프로젝트!『<b>영어회화 100일의 기적</b>』는 영어 초보자들과 영어포기자들을 위한 프로젝트 영어학습이다. 원어민이 직접 녹음한 MP3를 들으며 발음을 체크해보며 중요 문장들을 뽑아 리스닝 테스트를 할 수 있도록 MP3를 구성하였다. 또한 본문에서 헷갈릴 수 있는 단어들을... 
<b>프린들 주세요</b> (사계절 중학년문고 2),http://book.naver.com/bookdb/book_detail.php?bid=176040,https://bookthumb-phinf.pstatic.net/cover/001/760/00176040.jpg?type=m1&udate=20130406,앤드루 클레먼츠,9500,8550,사계절출판사,20011205,8971968346 9788971968345,"아이디어가 기발한 소년 닉이 '펜'이란 말 대신 '<b>프린들</b>'(Frindle)이라는 말을 쓰면서 국어를 담당한 그레인저 선생님과 유쾌한 '언어 전쟁'을 벌인다.  단어는 어떻게 생겨나는 것일까? 앤드루 클레먼츠는 한 학생에게 이런 질문을 받고, 이 이야기를 구상했다. 만약 어떤 아이가 펜을 자기 혼자 '프린..."
<b>다다다 다른 별 학교</b>,http://book.naver.com/bookdb/book_detail.php?bid=14075728,https://bookthumb-phinf.pstatic.net/cover/140/757/14075728.jpg?type=m1&udate=20220220,윤진현,60000,54000,천개의바람,20180925,1187287849 9791187287841,"&lt;<b>다다다 다른 별 학교</b>&gt;에 나오는 아이들 역시 작아도 별, 물음표 별, 눈물나 별, 숨바꼭질 별 등 모두 다 다른 별에서 왔다. 각각의 별은 아이들의 모습이나 성격과 딱 맞아떨어지는 특별하고 재미난 별이다. 놀라운 건 반 아이들 열세 명 가운데 같은 별에서 온 아이는 하나도 없다는 것이다. 심지어... "
<b>퀴즈! 과학상식</b> 귀여운 강아지 과학,http://book.naver.com/bookdb/book_detail.php?bid=20937196,https://bookthumb-phinf.pstatic.net/cover/209/371/20937196.jpg?type=m1&udate=20210924,권찬호,9500,8550,글송이,20210920,117018605X 9791170186052,"<b>퀴즈</b>로 배우는 귀여운 강아지 <b>과학</b> 이야기!  내가 좋아하는 음식을 강아지에게 주면 왜 안 되는지, 귀엽게 고개를 갸우뚱거릴 때는 무슨 생각을 하는지... 말썽꾸러기 주인공들이 벌이는 엉뚱한 사건을 통해 귀엽고 사랑스러운 강아지에 관한 <b>상식</b>을 만나 보세요.흥미로운 강아지 생태 속 <b>과학</b>의 세계!강아지는... "
<b>비탄의 문</b> 2,http://book.naver.com/bookdb/book_detail.php?bid=14094733,https://bookthumb-phinf.pstatic.net/cover/140/947/14094733.jpg?type=m1&udate=20181018,미야베 미유키,15800,14220,문학동네,20181019,8954653219 9788954653213,
"<b>다시, 책은 도끼다</b> (박웅현 인문학 강독회)",http://book.naver.com/bookdb/book_detail.php?bid=10649483,https://bookthumb-phinf.pstatic.net/cover/106/494/10649483.jpg?type=m1&udate=20211207,박웅현,16000,14400,북하우스,20160609,8956056609 9788956056609,"모두가 후속작이 나오기만을 기다려왔던 책, 그래서 제목도 『<b>다시, 책은 도끼다</b>』이다.

지난 해 초겨울부터 올해 봄까지 총 9회에 걸쳐 이루어진 강독회의 내용을 바탕으로 한 이 책은 박웅현 특유의 ‘들여다보기’ 독법을 강화하여 텍스트 자체를 더욱 밀도 있고 세밀하게 파고든다. 시, 소설, 에세이는... "
<b>잠수네 아이들의 소문난 영어공부법</b> 2/완결 (실천로드맵),http://book.naver.com/bookdb/book_detail.php?bid=4609839,https://bookthumb-phinf.pstatic.net/cover/046/098/04609839.jpg?type=m1&udate=20100414,이신애,10500,,랜덤하우스코리아,20080618,8925519682 9788925519685,"대한민국 보통 엄마들이 선택한 스테디셀러 「<b>잠수네</b> 커가는 <b>아이들</b>」두 번째 <b>영어</b>학습서!이 책은 엄마들 사이에서 큰 신뢰를 얻고 있는 교육사이트 「<b>잠수네</b> 커가는 <b>아이들</b>」에서 내놓은 두 번째 <b>영어</b>학습서다. 스테디셀러로 자리잡은 전편에 이어, 한층 강화된 <b>영어</b>학습의 핵심 내용을 정리하여, 부모가..."
<b>아씨방 일곱동무</b>,http://book.naver.com/bookdb/book_detail.php?bid=174439,https://bookthumb-phinf.pstatic.net/cover/001/744/00174439.jpg?type=m1&udate=20211207,이영경,12000,10800,비룡소,20090513,8949100207 9788949100203,"'규중칠무쟁론기'라는 옛수필로 엄마들에게 친근한 이야기를 어린이들에게 맞게 만든 그림동화책.바느질 좋아하는 아씨의 <b>일곱</b>친구 바늘,실,골무,다리미,가위,자,인두 등은 서로가 제일 중요하다고 뽐내다가 결국 모두가 함께 소중하다는 것을 깨닫는 다는 이야기다."
<b>빨간 내복의 초능력자</b> 5 (DNA의 비밀을 풀다!),http://book.naver.com/bookdb/book_detail.php?bid=8110178,https://bookthumb-phinf.pstatic.net/cover/081/101/08110178.jpg?type=m1&udate=20140915,서지원,12000,10800,와이즈만BOOKS,20140904,1185394249 9791185394244,
<b>삐약이 엄마</b>,http://book.naver.com/bookdb/book_detail.php?bid=6783207,https://bookthumb-phinf.pstatic.net/cover/067/832/06783207.jpg?type=m1&udate=20141127,백희나,10000,,스토리보울,20111201,8996478229 9788996478225,"고양이가 병아리를 낳았다고?!풍부한 상상력과 입체감 있는 그림으로 아이들의 사랑을 듬뿍 받고 있는 &lt;구름빵&gt;, &lt;달 샤베트&gt; 저자 백희나의 그림책 『<b>삐약이 엄마</b>』. 악명 높은 고양이 '니양이'가 작고 귀여운 병아리 '삐약이'를 낳으면서 벌어지는 황당하지만 가슴 따뜻한 이야기가 담긴 그림책이다...."
<b>너무 한낮의 연애</b> (김금희 소설),http://book.naver.com/bookdb/book_detail.php?bid=10659952,https://bookthumb-phinf.pstatic.net/cover/106/599/10659952.jpg?type=m1&udate=20210513,김금희,12000,10800,문학동네,20160531,8954640753 9788954640756,"'<b>너무 한낮의 연애</b>'로 2016년 제7회 젊은작가상 대상을 수상하며 한국문학 장을 뜨겁게 달구고 있는 소설가 김금희의 두번째 소설집. 첫 소설집 &lt;센티멘털도 하루 이틀&gt;로 제33회 신동엽문학상을 수상하며 작가로서의 가능성을 보여준 김금희는, 이제 명실상부 '지금 가장 주목받는 젊은 작가'가 되었다.... "
월급쟁이 부자의 <b>머니</b> 파이프라인 (5가지 소득으로 총자산 100억을 만든),http://book.naver.com/bookdb/book_detail.php?bid=21154365,https://bookthumb-phinf.pstatic.net/cover/211/543/21154365.jpg?type=m1&udate=20211207,루지,16500,14850,위즈덤하우스,20211020,1168120322 9791168120327,"평범한 직장인을 5년 만에 100억 자산가로 만든 ‘5가지 <b>머니</b> 파이프라인’

대한민국 평범한 직장인이었던 저자는 재테크를 시작한 지 5년 만에 총자산... 그 비결은 ‘잠든 사이에도 돈이 돈을 버는 시스템’ ‘<b>머니</b> 파이프라인’을 구축한 데 있다. 저자는 근로소득, 콘텐츠 소득, 사업소득, 부동산소득, 주식... "
<b>모든 관계는 말투에서 시작된다</b> (기분 좋은 사람으로 기억되는 사소한 습관),http://book.naver.com/bookdb/book_detail.php?bid=12149595,https://bookthumb-phinf.pstatic.net/cover/121/495/12149595.jpg?type=m1&udate=20211223,김범준,12800,11520,위즈덤하우스,20181101,8960863858 9788960863859,"화제의 베스트셀러 《<b>모든 관계는 말투에서 시작된다</b>》 10만 부 기념 리커버 특별판 출간!
10만 명의 독자를 호감형 인간으로 변신시킨 화제의 베스트셀러 《<b>모든 관계는 말투에서 시작된다</b>》! 아직 이 책을 만나지 못한 독자들을 위해 10만 부 기념 스페셜 에디션이 특별 출간되었다. 더 늦기 전에 이 책과 함께... "
"<b>김영철</b>, <b>타일러의 진짜 미국식 영어</b> (<b>한 마디를 해도 통하는</b>)",http://book.naver.com/bookdb/book_detail.php?bid=12812408,https://bookthumb-phinf.pstatic.net/cover/128/124/12812408.jpg?type=m1&udate=20200825,<b>김영철</b>|<b>타일러</b> 라쉬,14800,13320,위즈덤하우스,20171208,1162201517 9791162201510,"과묵한 척은 이제 그만, 말하고 싶어 입이 근질근질해지는 <b>타일러</b>표 <b>영어</b> 과외 『<b>김영철</b>, <b>타일러의 진짜</b>... <b>미국식 영어</b>'를 책으로 만난다. 본문 에 수록된 QR코드로 팟캐스트 방송을 함께 들으며 하루 5분, <b>진짜</b> 미국인의 찰진 표현을 배워볼 수 있다. 이제 <b>한 마디를 해도</b> 현지인처럼, <b>한 마디를 해도</b> <b>진짜</b> <b>통하는</b>... "
<b>초절약 살림법</b> (<b>1년에 1000만 원 모은다</b>!),http://book.naver.com/bookdb/book_detail.php?bid=14429419,https://bookthumb-phinf.pstatic.net/cover/144/294/14429419.jpg?type=m1&udate=20191012,조윤경,15800,14220,책책,20190103,1196297436 9791196297435,"<b>살림</b>고수 털팽이의 <b>1000만 원</b> 목돈 만들기 노하우는?

수납 ? <b>살림</b> 고수 털팽이의 《<b>초절약 살림법</b>》은 생활비 운용 계획으로 <b>1년</b> 목돈을 모으는 프로젝트인 한편으로, <b>살림</b> 하는 모든 이가 <b>살림</b>을 ‘잘 해야 하는 이유’에 대해서도 다시 한 번 생각하게 만드는 책이다. <b>초절약 살림법</b>은 식비·가사·공공요금... "
<b>표현의 기술</b>,http://book.naver.com/bookdb/book_detail.php?bid=10635032,https://bookthumb-phinf.pstatic.net/cover/106/350/10635032.jpg?type=m1&udate=20181019,유시민,16000,14400,생각의길,20160608,8965133750 9788965133759,"표현의 귀재 유시민, 그가 말하는 <b>표현의 기술</b>!『<b>표현의 기술</b>』은 유시민이 평소 온오프라인을 통해 독자들과 주고받았던 말을 정리하고 보탠 책이다. 표현하고자 하는 바를 표현하고 그것을 상대가 공감하게 만드는 일은 꽤나 정교한 ‘기술’을 요한다. 대한민국 대표 작가 유시민은 글쓰기뿐만 아니라 말하기... "
"<b>라이언, 내 곁에 있어줘</b>",http://book.naver.com/bookdb/book_detail.php?bid=14595014,https://bookthumb-phinf.pstatic.net/cover/145/950/14595014.jpg?type=m1&udate=20220101,전승환,17000,15300,아르테(arte),20190228,8950979837 9788950979836,아무도 모르는 <b>내</b> 마음을 어쩐지 <b>라이언</b>은 알아주는 것만 같기 때문이다. 베스트셀러 『나에게 고맙다』와 『행복해지는 연습을 해요』로 수많은 독자를 위로했던 작가 전승환의 글 속에서 <b>라이언</b>은 색다른 방식으로 사람들에게 자신의 곁을 내어준다. 지치고 힘든 순간마다 나 자신의 자리로 돌아가도록... 
<b>샬롯의 거미줄</b> (시공주니어 문고 레벨3 35),http://book.naver.com/bookdb/book_detail.php?bid=14107933,https://bookthumb-phinf.pstatic.net/cover/141/079/14107933.jpg?type=m1&udate=20200129,E.B. 화이트,11000,9900,시공주니어,20181020,8952787595 9788952787590,뉴베리 아너 상 수상작&#x0D;편견을 넘어선 윌버와 샬롯의 빛나는 우정&#x0D;&#x0D;『<b>샬롯의 거미줄</b>』은 작은 시골 농장에서 태어난 아기 돼지 윌버와 거미 샬롯을 비롯한 동물들을 주인공으로 한 이야기입니다. 거대한 스케일도 기상천외한 모험도 없는 이 이야기가 수많은 독자들에게 잊을 수 없는 작품으로... 
<b>우리 가족 입니다</b> (보림창작그림책공모전 수상작),http://book.naver.com/bookdb/book_detail.php?bid=1927753,https://bookthumb-phinf.pstatic.net/cover/019/277/01927753.jpg?type=m1&udate=20220107,이혜란,13000,11700,보림,20051015,8943305796 9788943305796,"2005년 제6회 보림창작그림책 공모전 대상 수상작!『<b>우리 가족입니다</b>』는 작가의 어린시절을 토대로, 치매에 걸린 할머니와 맞벌이를 하는 부모와의 추억을 진솔하게 담아냈다. 3년이라는 긴 시간을 갖고 작업한 만큼 작품이 전달하는 울림이 크다. 주인공 '나'는 살림방이 딸려 있는 작은 중국음식점에서..."
<b>한 권으로 끝내는 종이접기</b> (국내 최다 185작품),http://book.naver.com/bookdb/book_detail.php?bid=15910996,https://bookthumb-phinf.pstatic.net/cover/159/109/15910996.jpg?type=m1&udate=20220112,주부의벗사,12800,11520,길벗스쿨,20191209,116406147X 9791164061471,"국내 최다 185작품 수록!〈<b>한 권으로 끝내는 종이접기</b>〉를 구매한 독자들의 평
★난이도부터 종류까지, 다양한 종이접기가 나와서 좋아요! -EKD******
★진작 사 줄 걸 아이가 이것저것 접어 달라 야단이네요. 종이접기에 푹 빠졌어요. -GRE*******
★이 책보다 설명이 자세한 종이접기책이 없네요. 베스트셀러인... "
<b>똥벼락</b>,http://book.naver.com/bookdb/book_detail.php?bid=1598179,https://bookthumb-phinf.pstatic.net/cover/015/981/01598179.jpg?type=m1&udate=20130129,조혜란,9500,9450,사계절출판사,20010215,8971967757 9788971967751,돌쇠 아버지는 30년간 김부자네 집에서 머슴으로 열심히 일하였지만 욕심쟁이 김부자가 새경이라고 내놓은 것은 풀 한포기 자라지 않은 돌밭이었어요. 그러나 돌쇠와 아버지는 낙심하지 않고 좋은 밭을 일구기 위해 거름을 만들려고 똥을 열심히 모았답니다. 도깨비의 도움으로 열심히 농사를 지어 돌쇠...
<b>Why? 수면 과학</b>,http://book.naver.com/bookdb/book_detail.php?bid=15813861,https://bookthumb-phinf.pstatic.net/cover/158/138/15813861.jpg?type=m1&udate=20191127,조영선,12800,11520,예림당,20190330,8930237606 9788930237604,"우리는 왜 꿈을 꾸는지, 꿈속의 모습은 과연 현실과 어떤 연관이 있는지 소개하고 있으며, 동물과 식물의 다양한 잠에 대해서도 다루고 있다. 
〈<b>WHY? 수면 과학</b>〉은 독자들에게 잠이 왜 우리 몸에 꼭 필요한지를 알려 주며, 몸과 마음이 건강해질 수 있는 올바른 수면 습관을 익히기 위한 길잡이가 되어 줄 것이다."
<b>Why? 컴퓨터 바이러스</b>,http://book.naver.com/bookdb/book_detail.php?bid=15768716,https://bookthumb-phinf.pstatic.net/cover/157/687/15768716.jpg?type=m1&udate=20191123,조영선,12800,11520,예림당,20190330,8930237576 9788930237574,〈<b>WHY? 컴퓨터 바이러스</b>〉는 인터넷을 사용하는 사람이라면 누구나 한 번쯤 들어 봤을 바이러스에 관한 책이다. 생물학적인 바이러스가 인체에 침투하여 각종 질병을 일으키듯이 컴퓨터에 침입한 바이러스는 컴퓨터를 망가뜨리고 시스템이 원활히 돌아가는 것을 방해한다. 이 책에서는 컴퓨터 바이러스의 원인은... 
"채식주의자 (<b>한강</b> 연작소설,맨부커 인터내셔널 수상작)",http://book.naver.com/bookdb/book_detail.php?bid=3309417,https://bookthumb-phinf.pstatic.net/cover/033/094/03309417.jpg?type=m1&udate=20220326,<b>한강</b>,12000,10800,창비,20071030,8936433598 9788936433598,"표제작인 『채식주의자』는 지금까지 소설가 <b>한강</b>이 발표해온 작품에 등장하였던 욕망,식물성,죽음 등 인간 본연의 문제들을 한 편에 집약해 놓은 수작이라고 평가받는다.&#x0D;&#x0D;『채식주의자』는 육식을 거부하는 영혜를 바라보는 그의 남편 '나'의 이야기이다. '영혜'는 작가가 10년전에 발표한 단편... "
<b>안녕 자두야 인성동화</b> 18 (감정표현),http://book.naver.com/bookdb/book_detail.php?bid=20923700,https://bookthumb-phinf.pstatic.net/cover/209/237/20923700.jpg?type=m1&udate=20210923,김정신|지영이,9500,8550,채우리,20210920,1134834667 9791134834661,얼굴은 감정을 비추는 거울이에요!우리는 자주 어떤 감정을 느껴요. 반가운 사람을 만나면 ‘기쁘고 즐거워’요. 가족들과 시간을 보내며 ‘행복해’지기도 해요. 반대로 싫어하는 사람을 만나면 ‘불쾌하고 짜증이 나’요. 때로는 ‘답답하고 억울한’ 감정을 느낄 때도 있어요. 그리고 내 감정을 제대로... 
<b>매일 아침 써봤니?</b> (7년을 <b>매일</b>같이 쓰면서 시작된 능동태 라이프),http://book.naver.com/bookdb/book_detail.php?bid=13121518,https://bookthumb-phinf.pstatic.net/cover/131/215/13121518.jpg?type=m1&udate=20210301,김민식,13800,12420,위즈덤하우스,20180112,1162202580 9791162202586,"‘쓰기’만으로 얻게 된 놀라운 기회와 경험들!《영어책 한 권 외워봤니?》로 자타공인 독학의 신이라 불리는 김민식 PD의 ‘쓰기’에서 시작된 놀라운 변화를 담은 『<b>매일 아침 써봤니?</b>』. 갑자기 일을 할 수 없게 되었을 때, 그는 스스로 ‘세상이 내게 일을 주지 않을 때 난 뭘 할 수 있지?’라는 질문을 던졌고... "
<b>연쇄 살인마 개구리 남자</b>,http://book.naver.com/bookdb/book_detail.php?bid=12890542,https://bookthumb-phinf.pstatic.net/cover/128/905/12890542.jpg?type=m1&udate=20220120,나카야마 시치리,13800,12420,북로드,20171218,1158790767 9791158790769,"결국 수상작이 되지는 못했지만, &lt;<b>연쇄 살인마 개구리 남자</b>&gt;는 팬들의 뜨거운 요청으로 2011년 출간된 이래 나카야마 시치리의 대표작 중 하나로 꾸준히 사랑받고 있다.

맨션 13층 쇠갈고리에 매달린 채 발견된 여성의 시체. 그 옆에는 마치 아이가 쓴 듯한 쪽지가 남겨져 있다. 전대미문의 엽기적 범행에... "
<b>일취월장</b> (일을 잘하기 위한 8가지 원리),http://book.naver.com/bookdb/book_detail.php?bid=12864064,https://bookthumb-phinf.pstatic.net/cover/128/640/12864064.jpg?type=m1&udate=20220216,고영성|신영준,22000,19800,로크미디어,20171207,1129429504 9791129429506,"《<b>일취월장</b>》은 일을 잘하기 위한 방법을 총체적인 관점에서 설명한다. 과연 일은 어떤 방식으로 작용하고 어떤 방향으로 움직이는지, 또 우리는 그런... 더 나아가 제대로 그리고 즐겁게 일하기 위해 치열하게 고민하고 연구한 8가지 핵심 원리를 제시하고 있다. 
 모두가 이 책을 통해 ‘<b>일취월장</b>’하기를 기원한다."
<b>10대를 위한</b> JUSTICE <b>정의란 무엇인가</b> (하버드대 마이클 샌델 교수의 <b>정의</b> 수업),http://book.naver.com/bookdb/book_detail.php?bid=8402755,https://bookthumb-phinf.pstatic.net/cover/084/027/08402755.jpg?type=m1&udate=20220112,마이클 샌델|신현주,12000,10800,미래엔아이세움,20141130,8937886960 9788937886966,"『<b>10대를 위한 정의란 무엇인가</b>』는 그런 점을 보완하여 10대 아이들도 정의’란 무엇인지, ‘좋은 삶’이란 어떤 것인지 직관적으로 이해할 수 있도록 구성했다. 영상 세대에 걸맞게 긴 텍스트보다는 강렬한 이미지와 짧은 글을 사용했다는 것이 특징이다.

본문 속에 등장하는 판단의 상황, 즉 딜레마에 빠지게... "
<b>행복의 기원</b> (인간의 <b>행복</b>은 어디서 오는가),http://book.naver.com/bookdb/book_detail.php?bid=20597375,https://bookthumb-phinf.pstatic.net/cover/205/973/20597375.jpg?type=m1&udate=20220223,서은국,18000,16200,21세기북스,20210602,8950995557 9788950995553,"당신이 알고 있던 그것은 <b>행복</b>이 아니다
생존과 번식, <b>행복</b>은 진화의 산물일 뿐

열렬히 사랑한 두 사람이 있었다. 둘은 결국 헤어졌고, 남은 것은 실연의 아픔이었다. 울며 지새는 밤이 얼마나 흘러야 가슴속 상처가 아물 수 있을까. 이별에는 ‘시간이 약’이라지만 그보다 빠른 약이 있다. ‘타이레놀’이다.... "
